applicant_age,applicant_marital_status,employment_segment,applicant_income,spouse_income,program_type,product_name,house_ownership,down_payment,financing_tenure,interest_rate,installment_payment,credit_score
41,Single,pekerjaan mandiri,6582275,,FLPP,KRR,TRUE,24286814,20,1,Angsuran Variabel (Variable),Dipertimbangkan
15,Single,pekerjaan mandiri,11884207,,FLPP,KRR,TRUE,27714141,4,5,Angsuran Variabel (Variable),Dipertimbangkan
35,Widowed/Divorced,Swasta,13577579,,TAPERA,KRR,TRUE,15451450,10,4,Angsuran Tetap (Fixed),Dipertimbangkan
46,Married,POLRI,14826162,19989394,TAPERA,KPP,TRUE,23877424,12,3,Angsuran Variabel (Variable),Layak
24,Married,pekerjaan lain,3649738,13836056,FLPP,KPR,FALSE,21794029,16,8,Angsuran Tetap (Fixed),Dipertimbangkan
50,Widowed/Divorced,pekerjaan lain,5802233,,TAPERA,KPP,FALSE,8790951,30,5,Angsuran Tetap (Fixed),Dipertimbangkan
42,Widowed/Divorced,pekerjaan mandiri,9567342,,TAPERA,KRR,TRUE,23375461,1,8,Angsuran Variabel (Variable),Dipertimbangkan
70,Widowed/Divorced,BUMDes,10651317,,FLPP,KRR,FALSE,23736848,35,3,Angsuran Variabel (Variable),Dipertimbangkan
17,Widowed/Divorced,POLRI,15821991,,TAPERA,KPP,TRUE,12595258,20,7,Angsuran Variabel (Variable),Layak
57,Single,BUMD,9391903,,FLPP,KRR,TRUE,16328866,20,4,Angsuran Variabel (Variable),Dipertimbangkan
37,Married,BUMD,17213772,4578689,FLPP,KPP,FALSE,8959302,25,10,Angsuran Tetap (Fixed),Dipertimbangkan
35,Married,pekerjaan lain,10927829,10906300,FLPP,KRR,FALSE,1736170,26,5,Angsuran Variabel (Variable),Dipertimbangkan
13,Single,PNS,19989426,,TAPERA,KRR,TRUE,24011612,4,10,Angsuran Tetap (Fixed),Layak
60,Single,TNI,17667401,,TAPERA,KRR,TRUE,28945436,19,4,Angsuran Tetap (Fixed),Layak
51,Widowed/Divorced,pekerjaan lain,12821929,,FLPP,KPR,FALSE,8348572,13,10,Angsuran Tetap (Fixed),Dipertimbangkan
29,Single,BUMN,5589549,,FLPP,KPR,FALSE,22080508,7,1,Angsuran Tetap (Fixed),Dipertimbangkan
32,Married,BUMDes,15791571,2119527,TAPERA,KRR,TRUE,20447269,24,3,Angsuran Variabel (Variable),Layak
18,Single,Swasta,10902263,,TAPERA,KPR,TRUE,11962874,27,3,Angsuran Variabel (Variable),Dipertimbangkan
25,Widowed/Divorced,ASN,5434546,,TAPERA,KPP,FALSE,27390990,35,6,Angsuran Variabel (Variable),Dipertimbangkan
46,Widowed/Divorced,BUMN,17837438,,TAPERA,KPP,FALSE,10144500,11,5,Angsuran Variabel (Variable),Dipertimbangkan
65,Married,BUMD,17168130,10903303,TAPERA,KPR,TRUE,26050374,22,2,Angsuran Variabel (Variable),Layak
42,Widowed/Divorced,BUMN,3526627,,FLPP,KPR,TRUE,5723021,15,7,Angsuran Tetap (Fixed),Dipertimbangkan
67,Married,BUMDes,19700308,13273374,TAPERA,KPP,FALSE,4030061,26,1,Angsuran Tetap (Fixed),Dipertimbangkan
29,Widowed/Divorced,POLRI,19004379,,TAPERA,KPR,TRUE,5146949,30,6,Angsuran Tetap (Fixed),Dipertimbangkan
56,Widowed/Divorced,pekerjaan lain,9796677,,FLPP,KPP,TRUE,20614581,25,6,Angsuran Variabel (Variable),Dipertimbangkan
19,Single,BUMN,8845761,,FLPP,KPR,FALSE,16820138,2,10,Angsuran Variabel (Variable),Dipertimbangkan
69,Single,pekerjaan mandiri,19837705,,FLPP,KRR,FALSE,12006064,15,2,Angsuran Tetap (Fixed),Dipertimbangkan
53,Widowed/Divorced,TNI,16578233,,TAPERA,KPR,TRUE,24524246,20,7,Angsuran Tetap (Fixed),Layak
20,Widowed/Divorced,BUMD,5690138,,FLPP,KPR,TRUE,2521586,3,5,Angsuran Tetap (Fixed),Dipertimbangkan
44,Widowed/Divorced,pekerjaan mandiri,4896356,,TAPERA,KPR,TRUE,4261222,16,9,Angsuran Tetap (Fixed),Dipertimbangkan
21,Married,POLRI,14040790,16221758,TAPERA,KPP,FALSE,13449080,35,7,Angsuran Variabel (Variable),Layak
50,Married,ASN,6184928,14921214,FLPP,KPR,TRUE,22975532,7,8,Angsuran Tetap (Fixed),Dipertimbangkan
52,Widowed/Divorced,TNI,14694096,,FLPP,KRR,FALSE,10386521,3,6,Angsuran Variabel (Variable),Dipertimbangkan
26,Widowed/Divorced,BUMDes,15877467,,TAPERA,KPP,TRUE,15921516,16,6,Angsuran Variabel (Variable),Dipertimbangkan
19,Single,BUMDes,13325715,,TAPERA,KPP,TRUE,19269242,23,1,Angsuran Tetap (Fixed),Dipertimbangkan
38,Married,BUMDes,10257045,7368918,FLPP,KPR,TRUE,5098999,30,2,Angsuran Variabel (Variable),Dipertimbangkan
55,Single,pekerjaan mandiri,8117090,,FLPP,KPR,TRUE,22532028,2,1,Angsuran Tetap (Fixed),Dipertimbangkan
63,Widowed/Divorced,Swasta,12190710,,FLPP,KPP,TRUE,9172815,9,10,Angsuran Tetap (Fixed),Dipertimbangkan
26,Single,TNI,3302174,,TAPERA,KPR,TRUE,28844066,14,10,Angsuran Tetap (Fixed),Dipertimbangkan
26,Married,BUMD,8818138,12024629,FLPP,KRR,FALSE,26983497,10,10,Angsuran Variabel (Variable),Dipertimbangkan
13,Married,ASN,10303799,5854922,FLPP,KPR,FALSE,5361812,35,5,Angsuran Variabel (Variable),Dipertimbangkan
64,Widowed/Divorced,TNI,6855151,,FLPP,KPR,FALSE,4688516,2,3,Angsuran Variabel (Variable),Dipertimbangkan
13,Single,POLRI,13020616,,TAPERA,KPP,TRUE,27507486,16,10,Angsuran Variabel (Variable),Layak
33,Single,ASN,1529525,,TAPERA,KPR,FALSE,6846732,17,1,Angsuran Variabel (Variable),Dipertimbangkan
21,Single,Swasta,15125092,,FLPP,KPR,FALSE,18652501,8,2,Angsuran Variabel (Variable),Dipertimbangkan
43,Widowed/Divorced,TNI,16041620,,TAPERA,KPP,TRUE,27105919,24,9,Angsuran Tetap (Fixed),Layak
50,Single,TNI,4659245,,TAPERA,KPP,TRUE,16166785,33,4,Angsuran Variabel (Variable),Dipertimbangkan
52,Single,BUMDes,2455089,,TAPERA,KRR,FALSE,25402225,34,5,Angsuran Variabel (Variable),Dipertimbangkan
42,Widowed/Divorced,pekerjaan mandiri,2045242,,TAPERA,KRR,FALSE,3040961,31,7,Angsuran Tetap (Fixed),Tidak Layak
40,Widowed/Divorced,pekerjaan lain,4622597,,TAPERA,KPR,TRUE,17450692,29,2,Angsuran Variabel (Variable),Dipertimbangkan
70,Single,BUMN,3710878,,FLPP,KRR,FALSE,11808279,10,2,Angsuran Variabel (Variable),Dipertimbangkan
21,Widowed/Divorced,Swasta,10228005,,TAPERA,KPR,FALSE,21948618,21,7,Angsuran Tetap (Fixed),Dipertimbangkan
51,Married,TNI,18802533,10895126,TAPERA,KPP,FALSE,16224163,33,10,Angsuran Tetap (Fixed),Dipertimbangkan
40,Single,TNI,4327876,,FLPP,KRR,TRUE,27611888,8,9,Angsuran Tetap (Fixed),Dipertimbangkan
59,Single,BUMN,8214976,,TAPERA,KRR,TRUE,15430752,29,4,Angsuran Variabel (Variable),Dipertimbangkan
39,Married,ASN,12372657,16216898,FLPP,KRR,FALSE,14379164,27,2,Angsuran Variabel (Variable),Dipertimbangkan
33,Single,BUMN,15319823,,FLPP,KPR,TRUE,11486550,17,6,Angsuran Tetap (Fixed),Dipertimbangkan
22,Single,BUMN,16913789,,TAPERA,KPR,TRUE,3252620,6,2,Angsuran Tetap (Fixed),Dipertimbangkan
18,Widowed/Divorced,ASN,15491371,,FLPP,KRR,FALSE,4240164,24,3,Angsuran Variabel (Variable),Dipertimbangkan
48,Married,BUMDes,3012627,19843713,TAPERA,KPP,FALSE,19846966,22,2,Angsuran Tetap (Fixed),Dipertimbangkan
39,Married,POLRI,12864782,15191405,FLPP,KPP,TRUE,25194781,4,5,Angsuran Variabel (Variable),Layak
51,Married,BUMD,11484045,12799288,TAPERA,KRR,TRUE,4476258,33,4,Angsuran Variabel (Variable),Dipertimbangkan
22,Widowed/Divorced,BUMDes,17179591,,TAPERA,KPP,FALSE,8524409,7,6,Angsuran Tetap (Fixed),Dipertimbangkan
67,Married,PNS,19665172,13333302,FLPP,KPP,FALSE,4854911,18,10,Angsuran Variabel (Variable),Dipertimbangkan
27,Widowed/Divorced,PNS,15398623,,TAPERA,KRR,TRUE,29358701,2,10,Angsuran Variabel (Variable),Layak
55,Single,ASN,9974056,,FLPP,KPR,FALSE,1971507,12,5,Angsuran Variabel (Variable),Dipertimbangkan
57,Married,TNI,11367805,12402623,FLPP,KRR,TRUE,12778391,1,3,Angsuran Tetap (Fixed),Dipertimbangkan
68,Single,pekerjaan mandiri,5806722,,FLPP,KPR,FALSE,20002582,26,2,Angsuran Tetap (Fixed),Dipertimbangkan
22,Married,BUMDes,2028681,4078876,TAPERA,KPP,FALSE,26035356,34,4,Angsuran Variabel (Variable),Dipertimbangkan
37,Married,pekerjaan lain,15087240,16221826,FLPP,KPR,TRUE,12438571,11,6,Angsuran Variabel (Variable),Dipertimbangkan
32,Single,POLRI,11884483,,TAPERA,KPP,FALSE,27066277,6,1,Angsuran Tetap (Fixed),Dipertimbangkan
22,Widowed/Divorced,TNI,6281799,,FLPP,KPP,FALSE,26314667,4,2,Angsuran Variabel (Variable),Dipertimbangkan
30,Married,PNS,15868404,15227574,FLPP,KPP,FALSE,17296102,29,7,Angsuran Tetap (Fixed),Dipertimbangkan
30,Married,TNI,8233294,18191489,FLPP,KPR,FALSE,4819081,23,7,Angsuran Tetap (Fixed),Dipertimbangkan
20,Single,pekerjaan lain,10504174,,FLPP,KPR,TRUE,23757216,32,9,Angsuran Tetap (Fixed),Dipertimbangkan
55,Single,Swasta,11348837,,FLPP,KPP,FALSE,2523953,15,7,Angsuran Tetap (Fixed),Dipertimbangkan
51,Married,pekerjaan lain,2838177,1257935,FLPP,KRR,TRUE,7859301,20,4,Angsuran Tetap (Fixed),Tidak Layak
62,Widowed/Divorced,BUMDes,5604835,,TAPERA,KPR,TRUE,26640984,17,5,Angsuran Tetap (Fixed),Dipertimbangkan
33,Married,ASN,5026006,1259372,FLPP,KRR,FALSE,17689482,28,3,Angsuran Tetap (Fixed),Dipertimbangkan
21,Single,BUMN,13757644,,TAPERA,KRR,FALSE,18870498,15,9,Angsuran Variabel (Variable),Dipertimbangkan
48,Married,BUMD,12883878,3418452,FLPP,KRR,FALSE,14323497,3,7,Angsuran Tetap (Fixed),Dipertimbangkan
14,Widowed/Divorced,pekerjaan mandiri,16426792,,TAPERA,KPR,FALSE,3612635,21,10,Angsuran Tetap (Fixed),Dipertimbangkan
40,Single,PNS,14570180,,TAPERA,KPP,FALSE,24806834,27,5,Angsuran Variabel (Variable),Layak
20,Married,pekerjaan mandiri,14590629,1699829,TAPERA,KRR,FALSE,11897411,11,10,Angsuran Tetap (Fixed),Dipertimbangkan
42,Widowed/Divorced,PNS,13141761,,TAPERA,KPR,FALSE,3957148,28,2,Angsuran Tetap (Fixed),Dipertimbangkan
28,Married,BUMN,15618878,14436866,TAPERA,KRR,TRUE,18581265,6,7,Angsuran Tetap (Fixed),Dipertimbangkan
68,Single,TNI,11411086,,TAPERA,KRR,TRUE,26025057,22,4,Angsuran Variabel (Variable),Layak
34,Widowed/Divorced,BUMDes,6641597,,TAPERA,KRR,TRUE,3562866,33,2,Angsuran Variabel (Variable),Dipertimbangkan
46,Widowed/Divorced,BUMN,18111151,,FLPP,KPP,FALSE,7506328,23,6,Angsuran Tetap (Fixed),Dipertimbangkan
59,Single,BUMN,5955648,,FLPP,KRR,TRUE,8927867,7,3,Angsuran Tetap (Fixed),Dipertimbangkan
29,Married,pekerjaan lain,7619343,6821661,FLPP,KPP,TRUE,21213155,10,2,Angsuran Variabel (Variable),Dipertimbangkan
24,Widowed/Divorced,BUMD,17579816,,TAPERA,KRR,FALSE,16567681,29,10,Angsuran Tetap (Fixed),Dipertimbangkan
54,Married,BUMD,11845068,11607861,FLPP,KPR,TRUE,6065289,29,2,Angsuran Tetap (Fixed),Dipertimbangkan
43,Single,pekerjaan mandiri,15838040,,FLPP,KRR,TRUE,22185769,20,5,Angsuran Tetap (Fixed),Dipertimbangkan
50,Married,pekerjaan lain,2884823,12809221,TAPERA,KRR,TRUE,18023401,5,5,Angsuran Variabel (Variable),Dipertimbangkan
42,Married,TNI,16163713,2261889,TAPERA,KRR,FALSE,2908913,24,5,Angsuran Tetap (Fixed),Dipertimbangkan
17,Single,BUMD,4029847,,FLPP,KPR,FALSE,21636257,33,7,Angsuran Variabel (Variable),Dipertimbangkan
42,Single,pekerjaan lain,19599770,,FLPP,KPR,FALSE,27568996,3,8,Angsuran Tetap (Fixed),Dipertimbangkan
64,Widowed/Divorced,ASN,7316268,,TAPERA,KPR,TRUE,11788647,31,9,Angsuran Variabel (Variable),Layak
22,Single,ASN,3076136,,FLPP,KRR,FALSE,16117047,7,6,Angsuran Variabel (Variable),Dipertimbangkan
58,Married,TNI,3829616,17929855,TAPERA,KPR,FALSE,22680427,12,1,Angsuran Tetap (Fixed),Dipertimbangkan
28,Married,BUMD,15688730,15744548,TAPERA,KPR,TRUE,18584822,34,10,Angsuran Variabel (Variable),Layak
23,Married,Swasta,13210389,13510836,TAPERA,KRR,TRUE,10492333,25,7,Angsuran Variabel (Variable),Layak
62,Single,BUMD,12353717,,FLPP,KRR,FALSE,23780027,4,6,Angsuran Tetap (Fixed),Dipertimbangkan
17,Single,ASN,12062586,,TAPERA,KRR,TRUE,4171093,25,5,Angsuran Variabel (Variable),Layak
29,Widowed/Divorced,TNI,6045691,,TAPERA,KPR,FALSE,12185773,6,10,Angsuran Variabel (Variable),Dipertimbangkan
55,Widowed/Divorced,BUMN,5745548,,FLPP,KRR,FALSE,12738037,20,7,Angsuran Tetap (Fixed),Dipertimbangkan
21,Married,pekerjaan mandiri,3842698,11387844,TAPERA,KPR,FALSE,19754312,25,6,Angsuran Variabel (Variable),Dipertimbangkan
65,Single,BUMDes,5288047,,FLPP,KPR,TRUE,23485375,34,2,Angsuran Variabel (Variable),Dipertimbangkan
54,Single,Swasta,15207160,,TAPERA,KPP,TRUE,18062042,24,1,Angsuran Tetap (Fixed),Dipertimbangkan
36,Single,ASN,11363825,,TAPERA,KPR,FALSE,7048619,14,6,Angsuran Tetap (Fixed),Dipertimbangkan
62,Widowed/Divorced,POLRI,17316544,,TAPERA,KRR,TRUE,7442626,15,3,Angsuran Variabel (Variable),Dipertimbangkan
22,Married,BUMD,3589230,10925135,TAPERA,KPR,FALSE,29334314,7,9,Angsuran Tetap (Fixed),Dipertimbangkan
62,Married,BUMD,19111701,18667469,TAPERA,KPR,TRUE,2266595,22,10,Angsuran Variabel (Variable),Layak
21,Widowed/Divorced,pekerjaan lain,13640621,,TAPERA,KPP,TRUE,6175863,11,3,Angsuran Variabel (Variable),Dipertimbangkan
66,Widowed/Divorced,PNS,6554572,,FLPP,KPP,TRUE,25198885,29,1,Angsuran Variabel (Variable),Dipertimbangkan
39,Single,pekerjaan lain,13223859,,FLPP,KPP,TRUE,23694973,16,8,Angsuran Variabel (Variable),Dipertimbangkan
52,Married,Swasta,10560594,16063522,TAPERA,KPR,FALSE,8851835,35,4,Angsuran Tetap (Fixed),Dipertimbangkan
32,Widowed/Divorced,PNS,16737552,,FLPP,KPR,TRUE,29021755,13,6,Angsuran Variabel (Variable),Layak
56,Widowed/Divorced,pekerjaan mandiri,15783995,,TAPERA,KRR,FALSE,16491409,19,7,Angsuran Variabel (Variable),Dipertimbangkan
45,Single,pekerjaan lain,18698613,,FLPP,KPP,TRUE,15047926,11,4,Angsuran Variabel (Variable),Dipertimbangkan
64,Single,BUMN,5643884,,FLPP,KPR,FALSE,9388715,4,8,Angsuran Variabel (Variable),Dipertimbangkan
68,Single,TNI,13455811,,FLPP,KPR,FALSE,19607299,7,9,Angsuran Variabel (Variable),Dipertimbangkan
67,Married,BUMN,5183491,10565127,TAPERA,KPR,TRUE,3814382,11,5,Angsuran Variabel (Variable),Dipertimbangkan
41,Single,Swasta,18225259,,TAPERA,KRR,FALSE,5944200,28,2,Angsuran Variabel (Variable),Dipertimbangkan
27,Married,POLRI,16137343,12730128,FLPP,KRR,TRUE,1894903,27,1,Angsuran Variabel (Variable),Dipertimbangkan
38,Married,pekerjaan mandiri,17844563,13548065,TAPERA,KRR,TRUE,8911399,25,2,Angsuran Variabel (Variable),Dipertimbangkan
36,Widowed/Divorced,pekerjaan mandiri,8534270,,TAPERA,KRR,FALSE,1945817,21,2,Angsuran Variabel (Variable),Dipertimbangkan
66,Married,BUMDes,12250477,5900601,TAPERA,KPR,TRUE,5617076,3,5,Angsuran Variabel (Variable),Dipertimbangkan
66,Single,BUMD,16852956,,TAPERA,KPR,FALSE,24356300,9,8,Angsuran Variabel (Variable),Layak
41,Married,BUMN,1176200,3658375,TAPERA,KPR,FALSE,1637664,17,4,Angsuran Tetap (Fixed),Dipertimbangkan
66,Widowed/Divorced,POLRI,6017045,,FLPP,KRR,FALSE,19414814,34,7,Angsuran Tetap (Fixed),Dipertimbangkan
20,Married,PNS,10667084,8973882,FLPP,KPR,FALSE,11104957,8,1,Angsuran Tetap (Fixed),Dipertimbangkan
28,Married,BUMD,15087007,16338187,TAPERA,KPR,TRUE,3107458,8,8,Angsuran Tetap (Fixed),Dipertimbangkan
51,Single,pekerjaan mandiri,18986980,,TAPERA,KPR,TRUE,1551478,33,10,Angsuran Variabel (Variable),Dipertimbangkan
28,Married,pekerjaan lain,5817639,10773466,FLPP,KRR,FALSE,15402867,1,10,Angsuran Variabel (Variable),Dipertimbangkan
35,Widowed/Divorced,BUMDes,9071996,,TAPERA,KRR,TRUE,20148296,27,3,Angsuran Variabel (Variable),Dipertimbangkan
55,Single,Swasta,3872727,,FLPP,KPP,FALSE,18565226,24,2,Angsuran Tetap (Fixed),Tidak Layak
46,Widowed/Divorced,PNS,19256361,,FLPP,KPP,TRUE,18023092,33,9,Angsuran Tetap (Fixed),Dipertimbangkan
14,Single,ASN,14101453,,FLPP,KRR,TRUE,16775115,3,7,Angsuran Tetap (Fixed),Dipertimbangkan
36,Married,ASN,9511090,1544998,FLPP,KRR,FALSE,12982082,5,6,Angsuran Tetap (Fixed),Dipertimbangkan
28,Single,POLRI,4478382,,TAPERA,KPP,FALSE,26887290,22,3,Angsuran Variabel (Variable),Dipertimbangkan
15,Widowed/Divorced,pekerjaan lain,12821194,,TAPERA,KPP,TRUE,19321181,22,3,Angsuran Tetap (Fixed),Dipertimbangkan
66,Single,pekerjaan lain,16590157,,TAPERA,KRR,FALSE,24333391,31,3,Angsuran Tetap (Fixed),Dipertimbangkan
64,Married,pekerjaan mandiri,5524901,3117302,TAPERA,KPR,TRUE,25026485,30,1,Angsuran Tetap (Fixed),Dipertimbangkan
31,Widowed/Divorced,Swasta,7764271,,TAPERA,KPR,TRUE,2469894,13,1,Angsuran Tetap (Fixed),Dipertimbangkan
33,Single,ASN,11404420,,TAPERA,KPR,FALSE,18293403,26,9,Angsuran Variabel (Variable),Layak
43,Single,BUMN,9499799,,FLPP,KRR,TRUE,2228789,13,5,Angsuran Variabel (Variable),Dipertimbangkan
35,Married,ASN,2604037,12137544,TAPERA,KPR,TRUE,10167628,8,6,Angsuran Tetap (Fixed),Dipertimbangkan
40,Single,pekerjaan lain,14422503,,FLPP,KPP,FALSE,25941267,29,7,Angsuran Variabel (Variable),Dipertimbangkan
34,Widowed/Divorced,pekerjaan mandiri,7268545,,FLPP,KPR,TRUE,17649817,32,6,Angsuran Variabel (Variable),Dipertimbangkan
64,Married,Swasta,18424006,9949661,TAPERA,KRR,FALSE,27882069,6,7,Angsuran Tetap (Fixed),Dipertimbangkan
18,Married,pekerjaan mandiri,15448778,7055114,FLPP,KPR,TRUE,19303083,19,6,Angsuran Variabel (Variable),Dipertimbangkan
19,Widowed/Divorced,BUMD,3686666,,TAPERA,KRR,TRUE,12003166,19,5,Angsuran Tetap (Fixed),Dipertimbangkan
41,Single,pekerjaan lain,15298082,,TAPERA,KRR,FALSE,6591670,29,6,Angsuran Variabel (Variable),Dipertimbangkan
41,Widowed/Divorced,BUMD,2421203,,TAPERA,KPP,FALSE,25387844,23,10,Angsuran Variabel (Variable),Dipertimbangkan
40,Widowed/Divorced,ASN,10212549,,FLPP,KPP,TRUE,22457029,4,2,Angsuran Variabel (Variable),Dipertimbangkan
55,Married,Swasta,14630153,13190698,TAPERA,KPP,FALSE,18216309,11,1,Angsuran Variabel (Variable),Dipertimbangkan
22,Widowed/Divorced,pekerjaan mandiri,15702640,,TAPERA,KPP,FALSE,2167659,9,2,Angsuran Tetap (Fixed),Dipertimbangkan
28,Single,ASN,13291943,,TAPERA,KPR,TRUE,13151757,25,10,Angsuran Variabel (Variable),Layak
15,Widowed/Divorced,ASN,6148530,,TAPERA,KPP,FALSE,23785541,29,6,Angsuran Variabel (Variable),Layak
36,Married,Swasta,15896130,3579846,FLPP,KPR,FALSE,20257619,9,9,Angsuran Variabel (Variable),Dipertimbangkan
36,Married,ASN,14355806,11549024,TAPERA,KPP,TRUE,22795641,18,4,Angsuran Tetap (Fixed),Layak
20,Single,ASN,1869507,,FLPP,KPR,FALSE,25685152,12,8,Angsuran Tetap (Fixed),Dipertimbangkan
46,Widowed/Divorced,PNS,13985141,,FLPP,KRR,FALSE,19846608,8,5,Angsuran Variabel (Variable),Dipertimbangkan
62,Married,BUMDes,9733875,15974440,FLPP,KPP,TRUE,8199788,19,8,Angsuran Variabel (Variable),Dipertimbangkan
25,Widowed/Divorced,POLRI,5115029,,TAPERA,KPP,TRUE,5554289,5,8,Angsuran Variabel (Variable),Dipertimbangkan
24,Single,POLRI,15935453,,FLPP,KRR,TRUE,3945768,21,6,Angsuran Variabel (Variable),Layak
58,Single,BUMD,3178993,,FLPP,KRR,TRUE,19454841,35,5,Angsuran Variabel (Variable),Dipertimbangkan
70,Married,BUMN,11064875,6284999,FLPP,KRR,TRUE,24884350,12,6,Angsuran Variabel (Variable),Layak
45,Single,Swasta,8524300,,FLPP,KPP,TRUE,5072248,13,3,Angsuran Tetap (Fixed),Dipertimbangkan
28,Widowed/Divorced,BUMN,17576625,,TAPERA,KPP,FALSE,1881945,24,9,Angsuran Variabel (Variable),Dipertimbangkan
49,Widowed/Divorced,BUMN,13378604,,TAPERA,KPR,TRUE,16683537,9,10,Angsuran Tetap (Fixed),Dipertimbangkan
69,Widowed/Divorced,TNI,3892911,,FLPP,KPR,TRUE,3206140,20,7,Angsuran Variabel (Variable),Dipertimbangkan
58,Single,pekerjaan mandiri,17061335,,TAPERA,KPR,TRUE,18639419,27,7,Angsuran Variabel (Variable),Layak
65,Widowed/Divorced,BUMN,3474663,,TAPERA,KPR,TRUE,5205268,21,2,Angsuran Variabel (Variable),Dipertimbangkan
41,Single,PNS,16630768,,FLPP,KPP,TRUE,23820670,34,6,Angsuran Variabel (Variable),Layak
21,Married,pekerjaan mandiri,19498673,7105669,TAPERA,KPR,TRUE,26762476,9,7,Angsuran Tetap (Fixed),Dipertimbangkan
45,Married,TNI,2859346,5166155,FLPP,KPR,TRUE,18384622,10,5,Angsuran Tetap (Fixed),Dipertimbangkan
23,Widowed/Divorced,TNI,6434709,,FLPP,KPP,TRUE,11826698,15,6,Angsuran Tetap (Fixed),Dipertimbangkan
46,Widowed/Divorced,PNS,10531079,,TAPERA,KPR,FALSE,29384825,6,5,Angsuran Variabel (Variable),Layak
25,Single,ASN,19483170,,TAPERA,KRR,TRUE,10209048,9,5,Angsuran Tetap (Fixed),Dipertimbangkan
52,Married,pekerjaan lain,18900552,4134937,FLPP,KPP,TRUE,17863556,11,10,Angsuran Variabel (Variable),Dipertimbangkan
50,Widowed/Divorced,ASN,6173901,,FLPP,KRR,FALSE,6744539,22,10,Angsuran Tetap (Fixed),Dipertimbangkan
15,Widowed/Divorced,PNS,1952056,,FLPP,KPR,FALSE,3725386,3,10,Angsuran Variabel (Variable),Dipertimbangkan
29,Married,PNS,8073555,14978332,FLPP,KRR,FALSE,21740277,2,8,Angsuran Variabel (Variable),Dipertimbangkan
69,Widowed/Divorced,ASN,19306542,,TAPERA,KPR,TRUE,10719767,20,8,Angsuran Tetap (Fixed),Dipertimbangkan
28,Widowed/Divorced,TNI,14626204,,FLPP,KRR,TRUE,10980224,30,2,Angsuran Variabel (Variable),Dipertimbangkan
57,Single,TNI,3010347,,TAPERA,KPP,TRUE,6304299,29,7,Angsuran Tetap (Fixed),Dipertimbangkan
43,Single,Swasta,16584092,,TAPERA,KRR,FALSE,7845876,22,10,Angsuran Tetap (Fixed),Dipertimbangkan
22,Married,pekerjaan mandiri,11488528,11714480,FLPP,KPR,FALSE,25635655,23,7,Angsuran Tetap (Fixed),Dipertimbangkan
21,Single,pekerjaan mandiri,13433265,,FLPP,KPR,TRUE,18279865,7,6,Angsuran Tetap (Fixed),Dipertimbangkan
28,Married,POLRI,16652222,5111153,FLPP,KRR,TRUE,9974860,29,4,Angsuran Tetap (Fixed),Dipertimbangkan
22,Widowed/Divorced,BUMN,4248460,,TAPERA,KPR,TRUE,2698031,19,7,Angsuran Tetap (Fixed),Dipertimbangkan
68,Widowed/Divorced,ASN,15030273,,FLPP,KPP,TRUE,9330568,11,6,Angsuran Tetap (Fixed),Dipertimbangkan
49,Married,Swasta,11492971,7369775,TAPERA,KRR,TRUE,26606104,11,8,Angsuran Variabel (Variable),Layak
45,Single,pekerjaan lain,16663716,,FLPP,KPP,FALSE,17735598,20,8,Angsuran Variabel (Variable),Dipertimbangkan
14,Single,POLRI,4021546,,FLPP,KPR,FALSE,14195018,33,8,Angsuran Variabel (Variable),Dipertimbangkan
28,Married,BUMD,8219048,12841194,FLPP,KRR,TRUE,2632696,4,5,Angsuran Variabel (Variable),Dipertimbangkan
44,Single,BUMDes,16790274,,FLPP,KPP,TRUE,10588124,35,1,Angsuran Variabel (Variable),Dipertimbangkan
67,Widowed/Divorced,PNS,4607003,,FLPP,KPP,FALSE,15459536,9,5,Angsuran Variabel (Variable),Dipertimbangkan
59,Single,POLRI,13273460,,FLPP,KPP,FALSE,26630779,26,6,Angsuran Variabel (Variable),Layak
15,Married,BUMD,14441288,2716567,TAPERA,KPP,FALSE,20135476,13,6,Angsuran Variabel (Variable),Layak
48,Single,BUMN,10683866,,TAPERA,KPR,TRUE,3467316,25,9,Angsuran Tetap (Fixed),Dipertimbangkan
41,Married,Swasta,19450142,10385868,TAPERA,KPR,TRUE,28692852,8,3,Angsuran Variabel (Variable),Layak
19,Single,PNS,14217215,,FLPP,KPP,TRUE,13522458,22,9,Angsuran Tetap (Fixed),Dipertimbangkan
36,Single,BUMDes,5840809,,TAPERA,KPP,FALSE,7679274,33,7,Angsuran Tetap (Fixed),Dipertimbangkan
45,Single,TNI,2350730,,FLPP,KPP,TRUE,2520128,3,3,Angsuran Variabel (Variable),Dipertimbangkan
58,Widowed/Divorced,TNI,12174991,,FLPP,KPP,FALSE,27976617,31,9,Angsuran Tetap (Fixed),Dipertimbangkan
42,Single,Swasta,5997619,,FLPP,KRR,FALSE,21342727,33,3,Angsuran Variabel (Variable),Dipertimbangkan
33,Widowed/Divorced,BUMD,11688094,,TAPERA,KPP,FALSE,6452663,26,10,Angsuran Variabel (Variable),Dipertimbangkan
60,Widowed/Divorced,BUMDes,11040638,,FLPP,KPR,TRUE,20922093,22,9,Angsuran Variabel (Variable),Layak
66,Married,BUMDes,18103167,18862360,FLPP,KRR,FALSE,17436526,20,8,Angsuran Variabel (Variable),Dipertimbangkan
